pid,name,brand,url,price,old_price,in_stock,labels,scraped_at
53068,100% Whey Protein - 2250 г,Nutrend,https://belok.ua/ua/100-whey-protein-1000-g-vanil-1/,4498.0,,True,В наявності,2026-09-09 15:40
52504,Amix Gourmet Protein - 1 кг,Amix,https://belok.ua/ua/gourmet-protein-1000g-strawberry-white-choco-1/,1855.0,,False,,2026-09-09 15:40
53378,Micellar Casein Build - 1816 г,Everbuild Nutrition,https://belok.ua/ua/micellar-casein-build-1816-g-shokolad-1/,2335.0,,False,,2026-09-09 15:40
53470,Ultra Premium Whey Protein Build - 454 г,Everbuild Nutrition,https://belok.ua/ua/ultra-premium-whey-protein-build/,788.0,,False,,2026-09-09 15:40
53442,Ultra Hydrolezed ISO Build - 28 г,Everbuild Nutrition,https://belok.ua/ua/iso-build-protein-isolate-28-g-pechivokrem/,67.0,,False,,2026-09-09 15:40
50321,"100% Whey Gold Standard - 2,27 кг",Optimum Nutrition,https://belok.ua/ua/100-whey-gold-standard/,4999.0,5555.0,True,-10% | В наявності,2026-09-09 13:13
52527,Whey-Pro FUSION - 1 кг,Amix,https://belok.ua/ua/whey-pro-fusion-1000-g-banana-1/,2157.0,,True,В наявності | Хіт продажу,2026-09-09 13:13
53716,100% Standard Whey - 2 кг,Sporter,https://belok.ua/ua/100-standart-whey/,2999.0,,True,В наявності | Хіт продажу,2026-09-09 13:13
53732,100% Isolate - 700 г,Sporter,https://belok.ua/ua/100-isolate/,1598.0,,True,В наявності | Хіт продажу,2026-09-09 13:13
52330,Whey Protein - 890 г,Rule 1,https://belok.ua/ua/whey-blend-462-g-vanilnyj-krem-1/,2098.0,,True,В наявності,2026-09-09 13:13
52331,"Whey Protein - 2,2 кг",Rule 1,https://belok.ua/ua/whey-blend-462-g-vanilnyj-krem-1/,3789.0,,True,В наявності,2026-09-09 13:13
